@relation WGN0331_data

@attribute TradingPeriod numeric
@attribute IsProxyPriceFlag numeric
@attribute Med$PerMWHr numeric
@attribute IntTime numeric
@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute Avg$PerMWHr numeric

@data
12,0,94.995,20544,2023,6,22,95.53
13,0,93.34,22248,2023,6,22,106.99
14,0,95.38,24040,2023,6,22,107.35
15,0,98.94,25807,2023,6,22,113.198571
16,0,102.42,27589,2023,6,22,108.044286
17,0,99.06,29388,2023,6,22,100.905714
18,0,99.03,31181,2023,6,22,99.882857
19,0,99.8,32854,2023,6,22,100.661667
20,0,98.89,34929.5,2023,6,22,98.925
21,0,99.705,36744.5,2023,6,22,99.818333
22,0,118.565,38536,2023,6,22,118.7
23,0,189.135,40327,2023,6,22,190.05
24,0,191.065,42130,2023,6,22,186.805
25,0,147.88,43929,2023,6,22,152.98
26,0,134.63,45735.5,2023,6,22,134.84
27,0,135.3,47098,2023,6,22,135.378
28,0,134.265,49361,2023,6,22,134.215
29,0,128.95,51011,2023,6,22,118.264286
30,0,97.74,52806,2023,6,22,97.972857
31,0,102.53,54593,2023,6,22,110.515714
32,0,133.6,56378,2023,6,22,128.921429
33,0,134.96,58333.5,2023,6,22,124.946667
34,0,135.12,60132,2023,6,22,131.498333
35,0,134.615,61935,2023,6,22,131.945
36,0,154.22,63575,2023,6,22,152.845714
37,0,135.53,65531,2023,6,22,135.678333
38,0,134.95,67334,2023,6,22,130.896667
39,0,102.31,68980,2023,6,22,104.546
40,0,134.255,70926.5,2023,6,22,128.953333
41,0,107.26,72731,2023,6,22,112.608333
42,0,133.18,74232.5,2023,6,22,132.8325
43,0,130.225,76646,2023,6,22,130.685
44,0,131.38,78152,2023,6,22,126.633333
45,0,101.54,79781,2023,6,22,111.745714
46,0,102.99,81600,2023,6,22,106.485714
47,0,100.71,83680,2023,6,22,103.302
48,0,90.04,85340.5,2023,6,22,93.53
1,0,42.54,876,2023,6,23,67.914286
2,0,43.44,2374,2023,6,23,60.517143
3,0,43.02,4491,2023,6,23,54.033333
4,0,109.865,6140,2023,6,23,110.191667
5,0,107.39,7938,2023,6,23,97.825
6,0,7.86,9582,2023,6,23,18.12
7,0,7.64,11542,2023,6,23,7.646667
8,0,7.48,12892,2023,6,23,7.13
9,0,43.235,13730,2023,6,23,43.235
10,0,41.08,16774,2023,6,23,35.6
11,0,23.75,18476.5,2023,6,23,24.58
12,0,43.61,20388,2023,6,23,59.042857
13,0,107.81,22181,2023,6,23,92.557143
14,0,119.49,23985,2023,6,23,104.275714
15,0,124.17,25937,2023,6,23,103.641667
16,0,133.305,27736,2023,6,23,134.883333
17,0,127.265,29528.5,2023,6,23,126.671667
18,0,127.83,31326,2023,6,23,127.853333
19,0,128.015,33125,2023,6,23,128.115
20,0,128.37,34930.5,2023,6,23,128.213333
21,0,128.315,36726.5,2023,6,23,129.69
22,0,128.74,38530.5,2023,6,23,128.385
23,0,128.265,40329.5,2023,6,23,128.333333
24,0,128.605,42123,2023,6,23,128.6875
25,0,126.51,43924,2023,6,23,126.466667
26,0,124.585,45729,2023,6,23,124.731667
27,0,124.93,47375,2023,6,23,124.988
28,0,122.83,48887,2023,6,23,122.823333
29,0,122.51,51134.5,2023,6,23,112.976667
30,0,91.26,52925,2023,6,23,96.335
31,0,122.6,54733,2023,6,23,112.198333
32,0,122.82,56373,2023,6,23,122.537143
33,0,122.88,58336,2023,6,23,123.445
34,0,125.22,59980,2023,6,23,125.08
35,0,125.05,61936.5,2023,6,23,125.333333
36,0,126.98,63733.5,2023,6,23,127.121667
37,0,125.42,65598,2023,6,23,125.626667
38,0,124.74,67205,2023,6,23,124.838571
39,0,120.29,69136,2023,6,23,120.281667
40,0,94.84,70930.5,2023,6,23,96.358333
41,0,97.06,72579,2023,6,23,100.782857
42,0,119.31,74394.5,2023,6,23,118.978333
43,0,119.65,76200,2023,6,23,119.542
44,0,118.21,78017,2023,6,23,118.048571
45,0,71.11,79793,2023,6,23,76.402857
46,0,101.11,81632,2023,6,23,87.532857
47,0,115.09,83386,2023,6,23,109.378571
48,0,73.785,85215.5,2023,6,23,81.99
1,0,22.95,921,2023,6,24,21.444286
2,0,21.85,2392,2023,6,24,24.692857
3,0,21.31,4342,2023,6,24,21.295
4,0,20.7,6153,2023,6,24,20.586667
5,0,20.64,7793,2023,6,24,19.592857
6,0,20.46,9889,2023,6,24,20.423333
7,0,13.71,10945,2023,6,24,13.71
8,0,5.89,13201,2023,6,24,7.28
9,0,5.365,15137,2023,6,24,5.33
10,0,5.93,16228,2023,6,24,7.353333
11,0,12.555,18443,2023,6,24,14.018333
12,0,21.35,20393,2023,6,24,21.342857
13,0,22.53,22326,2023,6,24,20.92
14,0,23.29,24136,2023,6,24,38.54
15,0,69.255,25925.5,2023,6,24,70.461667
16,0,41.69,27436.5,2023,6,24,40.711667
17,0,69.555,29534,2023,6,24,70.396667
18,0,69.28,31183,2023,6,24,69.074
19,0,69.17,32976,2023,6,24,61.222857
20,0,69.26,35095,2023,6,24,69.184
21,0,99.59,36579,2023,6,24,89.672
22,0,72.625,38531.5,2023,6,24,72.695
23,0,113.29,40329,2023,6,24,112.125
24,0,115.09,42128,2023,6,24,114.921667
25,0,107.14,44082,2023,6,24,108.594
26,0,110.585,45434,2023,6,24,110.0275
27,0,112.97,47100,2023,6,24,113.13
28,0,114.515,49204,2023,6,24,114.6
29,0,116.25,51139.5,2023,6,24,116.1025
30,0,116.58,53230,2023,6,24,116.74
31,0,119.135,54588,2023,6,24,119.155
32,0,121.15,56524,2023,6,24,120.753333
33,0,120.97,58333.5,2023,6,24,121.421667
34,0,120.615,60136.5,2023,6,24,121.071667
35,0,119.85,61928,2023,6,24,118.401667
36,0,120.64,63735.5,2023,6,24,120.805
37,0,120.63,65238,2023,6,24,120.87
38,0,121.4,67326,2023,6,24,121.295
39,0,120.66,69281,2023,6,24,120.31
40,0,96.23,70926,2023,6,24,98.678333
41,0,117.46,72591,2023,6,24,117.61
42,0,73.97,74388,2023,6,24,91.088
43,0,120.73,76583,2023,6,24,120.208
44,0,118.68,78157,2023,6,24,118.588333
45,0,117.24,79832,2023,6,24,118.607143
46,0,105.58,81636,2023,6,24,93.532857
47,0,114.51,83402,2023,6,24,109.011429
48,0,114.16,85204,2023,6,24,101.46
1,0,21.91,753,2023,6,25,22.051667
2,0,23.875,2232,2023,6,25,23.88
3,0,22.15,4076,2023,6,25,22.903333
4,0,21.19,5605,2023,6,25,21.315
5,0,12.88,7645,2023,6,25,12.875
6,0,12.89,9000,2023,6,25,12.89
7,0,5.23,11136.5,2023,6,25,6.62
8,0,4.95,13187,2023,6,25,5.194286
9,0,5.65,14759,2023,6,25,5.674
10,0,11.26,16651.5,2023,6,25,10.45
11,0,12.68,18590.5,2023,6,25,11.468333
12,0,21.165,20584,2023,6,25,18.37
13,0,21.185,22066,2023,6,25,19.325
14,0,21.89,23984,2023,6,25,20.83
15,0,10.92,25779,2023,6,25,15.201429
16,0,8.135,27440.5,2023,6,25,7.803333
17,0,15.05,29387,2023,6,25,31.917143
18,0,41.885,31336,2023,6,25,57.151667
19,0,71.2,32977,2023,6,25,86.441429
20,0,72.09,34622,2023,6,25,80.8025
21,0,72.07,36884,2023,6,25,83.78
22,0,106.23,38227,2023,6,25,106.23
23,0,108.21,40476,2023,6,25,108.526667
24,0,79.58,41383,2023,6,25,79.58
25,0,75.96,43177,2023,6,25,75.96
26,0,72.87,45735,2023,6,25,72.891667
27,0,75.55,47673,2023,6,25,81.466
28,0,71.06,49167,2023,6,25,71.698571
29,0,70.92,51136,2023,6,25,70.96
30,0,72.91,52931.5,2023,6,25,79.36
31,0,73.01,54733,2023,6,25,79.628333
32,0,72.14,56521.5,2023,6,25,79.441667
33,0,92.94,58319,2023,6,25,98.678333
34,0,95.56,60125.5,2023,6,25,95.71
35,0,119.775,61920,2023,6,25,110.955
36,0,121.89,63721.5,2023,6,25,121.893333
37,0,121.72,65383,2023,6,25,121.762
38,0,121.88,67189,2023,6,25,121.802
39,0,121.5,68968,2023,6,25,121.038
40,0,121.655,70925,2023,6,25,121.401667
41,0,121.97,72729.5,2023,6,25,121.97
42,0,106.295,74531.5,2023,6,25,105.705
43,0,120.39,76474,2023,6,25,120.35
44,0,117.175,78127.5,2023,6,25,113.108333
45,0,92.715,79930,2023,6,25,99.42
46,0,116.52,81727.5,2023,6,25,110.63
47,0,115.24,83530,2023,6,25,106.715
48,0,102.54,85330.5,2023,6,25,102.82
1,0,39.65,1033.5,2023,6,26,59.963333
2,0,80.59,2539.5,2023,6,26,61.963333
3,0,98.995,2798,2023,6,26,98.995
4,0,32.16,6589,2023,6,26,49.993333
5,0,32.385,7929.5,2023,6,26,32.306667
6,0,25.29,9733,2023,6,26,37.77
7,0,79.07,10788,2023,6,26,79.07
8,0,25.5,13174,2023,6,26,36.206
9,0,79.265,15126.5,2023,6,26,77.648333
10,0,141.23,16779,2023,6,26,134.578
11,0,128.475,18728.5,2023,6,26,125.123333
12,0,91.225,20526.5,2023,6,26,102.871667
13,0,119.36,22331,2023,6,26,101.19
14,0,81.21,23980,2023,6,26,79.318571
15,0,104.09,25939,2023,6,26,105.228333
16,0,137.64,27576,2023,6,26,127.888571
17,0,142.09,29383,2023,6,26,142.724286
18,0,79.71,31179,2023,6,26,86.618571
19,0,79.7,33147.5,2023,6,26,76.27
20,0,79.465,34923,2023,6,26,85.298333
21,0,109.48,36581,2023,6,26,105.124
22,0,150.01,38079,2023,6,26,151.97
23,0,156.6,40233,2023,6,26,141.792
24,0,121.76,41678.5,2023,6,26,121.76
25,0,148.02,43770,2023,6,26,133.88
26,0,151.595,45727,2023,6,26,151.555
27,0,125.31,47555.5,2023,6,26,118.26
28,0,124.81,49208,2023,6,26,107.438571
29,0,130.285,51130.5,2023,6,26,129.811667
30,0,149.49,52964.5,2023,6,26,137.678333
31,0,152.05,54633,2023,6,26,155.07
32,0,159.29,56520.5,2023,6,26,158.4
33,0,146.72,58328,2023,6,26,147.616667
34,0,112.96,60125.5,2023,6,26,114.946667
35,0,148.31,61772,2023,6,26,123.978571
36,0,182.96,63723,2023,6,26,181.956667
37,0,156.63,65731,2023,6,26,153.185714
38,0,125.325,67335.5,2023,6,26,121.681667
39,0,125.745,69123.5,2023,6,26,118.913333
40,0,93.99,70930,2023,6,26,99.701667
41,0,125.585,72729,2023,6,26,122.291667
42,0,147.57,74392,2023,6,26,141.08
43,0,149.33,76247,2023,6,26,148.51
44,0,147.25,77981,2023,6,26,123.791429
45,0,77.365,79939.5,2023,6,26,73.52
46,0,67.055,81732,2023,6,26,63.243333
47,0,130.705,83527,2023,6,26,119.115
48,0,142.69,85325,2023,6,26,127.92
1,0,110.535,1032.5,2023,6,27,115.715
2,0,124.62,2232.5,2023,6,27,124.4425
3,0,109.45,4179,2023,6,27,110.0375
4,0,87.215,5545,2023,6,27,91.5225
5,0,85.69,7485,2023,6,27,86.396667
6,0,98.355,9440,2023,6,27,98.355
7,0,110.26,11225,2023,6,27,110.245
8,0,88.14,13311.5,2023,6,27,91.815
9,0,110.335,15113.5,2023,6,27,103.303333
10,0,111.305,16915.5,2023,6,27,116.525
11,0,143.865,18727.5,2023,6,27,125.671667
12,0,98.095,20525,2023,6,27,105.143333
13,0,122.28,22333,2023,6,27,115.245
14,0,91.76,23988,2023,6,27,91.58
15,0,92.17,25790,2023,6,27,106.154286
16,0,110.435,27740,2023,6,27,106.541667
17,0,123.15,29384,2023,6,27,119.66
18,0,90.995,31034,2023,6,27,90.475
19,0,78.64,32982,2023,6,27,78.925714
20,0,79.89,34227,2023,6,27,79.923333
21,0,78.68,36886,2023,6,27,79.703333
22,0,90.85,38079,2023,6,27,100.506667
23,0,121.505,38802.5,2023,6,27,121.505
24,0,120.13,41388,2023,6,27,120.13
25,0,120.06,43481,2023,6,27,120.096667
26,0,121.345,45134,2023,6,27,121.345
27,0,89.78,47686,2023,6,27,101.9
28,0,80.875,49336.5,2023,6,27,83.848333
29,0,79.37,51125.5,2023,6,27,79.573333
30,0,81.115,52916.5,2023,6,27,81.826667
31,0,121.62,54265,2023,6,27,118.776667
32,0,150.92,56674,2023,6,27,150.636667
33,0,147.31,58347,2023,6,27,141.455
34,0,126.75,59991,2023,6,27,132.502857
35,0,145.84,61934.5,2023,6,27,140.54
36,0,173.75,63586,2023,6,27,188.22
37,0,157.09,65519.5,2023,6,27,157.221667
38,0,156.73,67169,2023,6,27,156.202
39,0,146.39,69127,2023,6,27,144.266667
40,0,123.69,70923.5,2023,6,27,125.901667
41,0,130.015,72723.5,2023,6,27,120.3
42,0,143.06,74378,2023,6,27,138.132
43,0,147.815,76022,2023,6,27,147.6975
44,0,145.91,78132,2023,6,27,142.515
45,0,124.78,79933,2023,6,27,119.561667
46,0,122.45,81581,2023,6,27,115.684286
47,0,128.3,83536.5,2023,6,27,121.435
48,0,96.065,85329.5,2023,6,27,92.693333
1,0,96.39,1046.5,2023,6,28,103.13
2,0,111.845,2523,2023,6,28,108.796667
3,0,96.98,4020.5,2023,6,28,100.6025
4,0,119.97,5825.5,2023,6,28,119.97
5,0,112,8074,2023,6,28,112.854
6,0,104.07,9723,2023,6,28,104.218333
7,0,96.3,11522.5,2023,6,28,98.936667
8,0,104.04,13333.5,2023,6,28,103.698333
9,0,112.325,15133,2023,6,28,112.611667
10,0,128.445,16937.5,2023,6,28,130.295
11,0,131.33,18582,2023,6,28,131.05
12,0,111.55,20378,2023,6,28,114.022857
13,0,95.76,22196,2023,6,28,88.84
14,0,97.38,24030,2023,6,28,95.675714
15,0,112.41,25782,2023,6,28,122.272857
16,0,133.25,27594,2023,6,28,125.735714
17,0,135.27,29244.5,2023,6,28,135.2275
18,0,111.88,31184,2023,6,28,112.867143
19,0,94.33,33131,2023,6,28,97.288333
20,0,82.79,34934.5,2023,6,28,79.428333
21,0,91.63,36731,2023,6,28,89.506667
22,0,95.64,38529.5,2023,6,28,95.5
23,0,122.02,40337,2023,6,28,116.306667
24,0,100.425,42129,2023,6,28,108.555
25,0,91.85,43931,2023,6,28,92.111667
26,0,87.96,45762,2023,6,28,87.61
27,0,88.53,47387,2023,6,28,85.29
28,0,87.96,49324.5,2023,6,28,88.625
29,0,93.7,50993,2023,6,28,96.74
30,0,88.16,52484,2023,6,28,89.753333
31,0,87.675,54451,2023,6,28,87.8125
32,0,92.65,56532,2023,6,28,97.64
33,0,86.145,58102,2023,6,28,89.211667
34,0,58.605,60131.5,2023,6,28,56.208333
35,0,81.455,61928,2023,6,28,81.701667
36,0,155.49,63577,2023,6,28,147
37,0,136.915,65234.5,2023,6,28,136.915
38,0,129.23,67477,2023,6,28,121.814
39,0,110.04,68974,2023,6,28,108.502
40,0,109.85,70814,2023,6,28,112.058571
41,0,94.775,72725,2023,6,28,104.096667
42,0,93.97,74529,2023,6,28,92.385
43,0,110.51,76323.5,2023,6,28,110.51
44,0,99.945,78128,2023,6,28,101.245
45,0,92.58,79778,2023,6,28,94.057143
46,0,82.84,81760,2023,6,28,81.971667
47,0,93.205,83529.5,2023,6,28,95.22
48,0,92.75,85333.5,2023,6,28,100.653333
1,0,51.38,1055,2023,6,29,50.713333
2,0,11,2524.5,2023,6,29,15.42
3,0,30.925,4321.5,2023,6,29,28.218333
4,0,33.625,6124,2023,6,29,32.705
5,0,21.78,7922.5,2023,6,29,21.805
6,0,10.84,9723.5,2023,6,29,17.503333
7,0,33.87,11371,2023,6,29,27.248571
8,0,29.01,13322,2023,6,29,23.511667
9,0,4.96,14977,2023,6,29,8.611429
10,0,33.655,16934.5,2023,6,29,26.438333
11,0,90.755,18728.5,2023,6,29,79.376667
12,0,88.69,20378,2023,6,29,95.078571
13,0,92.39,22175,2023,6,29,79.324286
14,0,92.13,24005,2023,6,29,82.272857
15,0,91.48,25827,2023,6,29,88.572857
16,0,90.32,27627,2023,6,29,100.841429
17,0,106.88,29393,2023,6,29,102.872857
18,0,88.135,31209,2023,6,29,87.428333
19,0,88.7,33028,2023,6,29,89.387143
20,0,78.36,34926.5,2023,6,29,83.21
21,0,79.45,36433.5,2023,6,29,78.165
22,0,120.275,38081,2023,6,29,120.275
23,0,49.52,40040.5,2023,6,29,58.778333
24,0,71.63,42010,2023,6,29,82.05
25,0,67.135,43932.5,2023,6,29,68.566667
26,0,48.295,45759,2023,6,29,48.246667
27,0,66.49,47541.5,2023,6,29,65.25
28,0,48.64,49182,2023,6,29,51.904286
29,0,33.54,51033,2023,6,29,33.814286
30,0,12.67,52797,2023,6,29,18.458571
31,0,34.33,54592,2023,6,29,33.475714
32,0,50.7,56379,2023,6,29,53.725714
33,0,69.865,58341,2023,6,29,67.386667
34,0,83.035,60136.5,2023,6,29,99.775
35,0,149.515,61935,2023,6,29,137.95
36,0,159.105,63445.5,2023,6,29,153.723333
37,0,154.32,65082,2023,6,29,148.25
38,0,138.77,66874,2023,6,29,143.306667
39,0,127.63,69281,2023,6,29,128.724
40,0,128.7,71082,2023,6,29,123.618
41,0,126.56,72730.5,2023,6,29,110.026667
42,0,122.065,74534.5,2023,6,29,121.71
43,0,135.195,76031.5,2023,6,29,129.786667
44,0,97.13,78147.5,2023,6,29,99.35
45,0,77.32,79789,2023,6,29,87.402857
46,0,110.52,81727,2023,6,29,107.773333
47,0,110.53,83368,2023,6,29,115.862857
48,0,79.07,85316,2023,6,29,79.601667
1,0,125,1015,2023,6,30,127.666667
2,0,110.56,2382,2023,6,30,108.082857
3,0,120.71,4331.5,2023,6,30,123.365
4,0,108.49,5977,2023,6,30,108.048
5,0,149.37,7784,2023,6,30,149.168
6,0,149.995,9746.5,2023,6,30,149.543333
7,0,107.825,11532.5,2023,6,30,108.013333
8,0,108.655,13322.5,2023,6,30,113.03
9,0,107.505,15112.5,2023,6,30,107.453333
10,0,105.425,16914,2023,6,30,114.75
11,0,104.69,18579,2023,6,30,89.934286
12,0,108.91,20390,2023,6,30,108.052857
13,0,125.67,22178,2023,6,30,103.661429
14,0,107.59,24029,2023,6,30,110.825714
15,0,130.9,25822,2023,6,30,127.97
16,0,154.79,27596,2023,6,30,163.282857
17,0,155.205,29538,2023,6,30,155.75
18,0,160.3,31058,2023,6,30,160.455
19,0,157.97,33034,2023,6,30,154.05
20,0,132.32,34786,2023,6,30,127.225714
21,0,91.39,36882,2023,6,30,104.114
22,0,99.53,38542.5,2023,6,30,105.123333
23,0,85.26,40430.5,2023,6,30,88.305
24,0,106.84,42140.5,2023,6,30,98.928333
25,0,61.47,43787,2023,6,30,96.904286
26,0,165.09,45750.5,2023,6,30,165.261667
27,0,168.51,47555.5,2023,6,30,168.231667
28,0,160.66,49066,2023,6,30,149.841667
29,0,153.11,50998,2023,6,30,127.494286
30,0,5.73,52808,2023,6,30,17.457143
31,0,151.3,54663,2023,6,30,145.12
32,0,158.69,56378,2023,6,30,149.021429
33,0,161.79,58184,2023,6,30,160.8
34,0,162.4,59978,2023,6,30,162.43
35,0,158.61,61473,2023,6,30,168.534
36,0,158.695,63723,2023,6,30,156.886667
37,0,157.475,65514.5,2023,6,30,157.93
38,0,160.1,67315.5,2023,6,30,160.78
39,0,152.96,69135,2023,6,30,152.676667
40,0,153.56,70775,2023,6,30,150.196
41,0,146.99,72877,2023,6,30,146.508
42,0,147.52,74540,2023,6,30,145.846667
43,0,148.38,75879,2023,6,30,148.79
44,0,144.12,78277,2023,6,30,139.714
45,0,133.37,79809,2023,6,30,127.394286
46,0,141.395,81728.5,2023,6,30,142.011667
47,0,132.74,83513.5,2023,6,30,126.195
48,0,127.32,85185,2023,6,30,103.088
1,0,130.83,889,2023,7,1,120.696
2,0,126.83,2384,2023,7,1,129.386667
3,0,133.31,4027.5,2023,7,1,131.965
4,0,127.48,5680,2023,7,1,120.933333
5,0,126.83,7779,2023,7,1,127.976667
6,0,126.82,8982,2023,7,1,126.82
7,0,98.66,10795,2023,7,1,98.66
8,0,124.385,13034.5,2023,7,1,124.385
9,0,113.765,14829.5,2023,7,1,113.765
10,0,101.02,16240,2023,7,1,100.623333
11,0,102.52,18289,2023,7,1,102.52
12,0,126.8,20680.5,2023,7,1,120.4025
13,0,132.765,22330,2023,7,1,125.238333
14,0,126.15,23971,2023,7,1,121.464286
15,0,146.305,25932,2023,7,1,134.106667
16,0,137.185,27705.5,2023,7,1,132.648333
17,0,145.95,29533,2023,7,1,148.846667
18,0,147.06,31034.5,2023,7,1,148.35
19,0,150.89,33135.5,2023,7,1,150.886667
20,0,140.62,34775,2023,7,1,134.981429
21,0,125.3,36734,2023,7,1,125.401667
22,0,133.765,38641.5,2023,7,1,132.22
23,0,125.16,40330.5,2023,7,1,124.978333
24,0,66.06,42128.5,2023,7,1,63.816667
25,0,96.255,43935.5,2023,7,1,98.116667
26,0,120.09,46191,2023,7,1,121.843333
27,0,100.42,47538,2023,7,1,93.588333
28,0,32.23,49329,2023,7,1,51.551667
29,0,100.095,51127,2023,7,1,90.66
30,0,70.01,52928,2023,7,1,72.58
31,0,103.755,54726.5,2023,7,1,97.001667
32,0,145.375,56524.5,2023,7,1,145.218333
33,0,129.99,58329,2023,7,1,128.93
34,0,142.65,59977,2023,7,1,142.048
35,0,148.3,61928.5,2023,7,1,146.035
36,0,149.43,63726,2023,7,1,148.815
37,0,147.49,65454,2023,7,1,147.792
38,0,146.59,67204,2023,7,1,146.842857
39,0,139.79,69002,2023,7,1,140.234286
40,0,135.475,70934.5,2023,7,1,135.838333
41,0,132.59,72586,2023,7,1,126.28
42,0,140.06,74416,2023,7,1,138.302857
43,0,140.61,76223,2023,7,1,140.54
44,0,140.29,77989,2023,7,1,138.651429
45,0,141.06,79794,2023,7,1,139.052857
46,0,137.41,81729,2023,7,1,136
47,0,137.86,83385,2023,7,1,138.508571
48,0,137.57,85179,2023,7,1,129.527143
1,0,126.43,922,2023,7,2,121.96
2,0,88.62,2587.5,2023,7,2,91.653333
3,0,127.85,4253,2023,7,2,127.46
4,0,134.89,6002,2023,7,2,132.058571
5,0,135.36,7499,2023,7,2,132.708
6,0,136.33,9296,2023,7,2,135.456
7,0,136.45,11393,2023,7,2,136.228571
8,0,91.02,13049.5,2023,7,2,90.805
9,0,91.405,14844,2023,7,2,85.938333
10,0,91.21,16206,2023,7,2,101.43
11,0,87.85,18285,2023,7,2,66.074
12,0,91.33,20536,2023,7,2,98.865
13,0,91.66,22175,2023,7,2,96.654286
14,0,90.79,23982,2023,7,2,94.914286
15,0,51.795,25927,2023,7,2,56.141667
16,0,20.28,27728,2023,7,2,21.471667
17,0,134.73,29377,2023,7,2,90.301429
18,0,126.2,31176,2023,7,2,114.455714
19,0,96.625,33128.5,2023,7,2,86.611667
20,0,127.84,34926.5,2023,7,2,128.703333
21,0,97.93,36720.5,2023,7,2,83.661667
22,0,5.885,38525.5,2023,7,2,12.193333
23,0,4.805,40335.5,2023,7,2,4.103333
24,0,22.025,42123,2023,7,2,21.541667
25,0,95.355,43926.5,2023,7,2,78.983333
26,0,101.495,45140,2023,7,2,101.495
27,0,95.41,47679,2023,7,2,71.606667
28,0,5.79,48881,2023,7,2,4.08
29,0,0.47,51304,2023,7,2,2.5
30,0,0.47,52638,2023,7,2,0.47
31,0,77.985,54733,2023,7,2,73.671667
32,0,106.78,56526.5,2023,7,2,105.765
33,0,140.875,58325,2023,7,2,139.576667
34,0,141.42,60130.5,2023,7,2,141.378333
35,0,146.88,61929,2023,7,2,146.383333
36,0,155.085,63730.5,2023,7,2,156.096667
37,0,166.25,65393,2023,7,2,163.237143
38,0,149.73,67208,2023,7,2,150.708571
39,0,145.34,68987,2023,7,2,142.632857
40,0,148.835,70950.5,2023,7,2,148.173333
41,0,142.8,72617,2023,7,2,141.217143
42,0,149.97,74396,2023,7,2,148.632857
43,0,147.79,76195,2023,7,2,148.151429
44,0,148.925,78140.5,2023,7,2,154.908333
45,0,146.55,79940,2023,7,2,144.666667
46,0,143.07,81613,2023,7,2,140.844286
47,0,142.58,83383,2023,7,2,142.525714
48,0,141.19,85182,2023,7,2,140.237143
1,0,141.78,881,2023,7,3,141.427143
2,0,142.57,2391,2023,7,3,142.694286
3,0,143.36,4164,2023,7,3,143.222857
4,0,142.72,6122,2023,7,3,142.651667
5,0,142.27,7913.5,2023,7,3,141.05
6,0,125.705,9714,2023,7,3,124.048333
7,0,109.31,11391,2023,7,3,94.775714
8,0,0.48,13231,2023,7,3,20.2
9,0,0.48,15140,2023,7,3,0.483333
10,0,19.11,16935,2023,7,3,18.246667
11,0,107.47,18583,2023,7,3,77.777143
12,0,138.185,20383.5,2023,7,3,138.273333
13,0,135.7,22174,2023,7,3,115.437143
14,0,101.595,24129,2023,7,3,79.206667
15,0,78.9,25924,2023,7,3,65.246667
16,0,100.005,27719.5,2023,7,3,83.655
17,0,127.435,29523.5,2023,7,3,127.323333
18,0,127.19,31627.5,2023,7,3,127.1025
19,0,126.56,32975,2023,7,3,124.91
20,0,91.905,34923.5,2023,7,3,94.22
21,0,155.265,36726.5,2023,7,3,151.09
22,0,153.455,38532.5,2023,7,3,154.875
23,0,154.11,40182,2023,7,3,154.327143
24,0,153.54,41976,2023,7,3,153.514286
25,0,153.13,43790,2023,7,3,153.634286
26,0,154.19,45590,2023,7,3,153.858571
27,0,144.19,47396,2023,7,3,146.275714
28,0,123.87,49337,2023,7,3,122.45
29,0,113.98,51145.5,2023,7,3,115.695
30,0,110.99,52950,2023,7,3,112.195
31,0,133.145,54732,2023,7,3,132.435
32,0,129.79,56384,2023,7,3,127.687143
33,0,128.55,58208,2023,7,3,126.095714
34,0,138.64,59978,2023,7,3,140.891429
35,0,145.385,61632.5,2023,7,3,143.811667
36,0,156.805,63747,2023,7,3,158.63
37,0,158.35,65385,2023,7,3,158.556
38,0,157.24,67330.5,2023,7,3,157.696667
39,0,156.81,68980,2023,7,3,156.334286
40,0,152.98,70471,2023,7,3,152.93
41,0,150.14,72738,2023,7,3,148.451667
42,0,139.675,74524,2023,7,3,137.358333
43,0,145.94,76176,2023,7,3,142.421429
44,0,137.66,78167,2023,7,3,133.57
45,0,112.33,79799,2023,7,3,113.24
46,0,113.05,81586,2023,7,3,115.237143
47,0,145.29,83530.5,2023,7,3,144.181667
48,0,115.86,85183,2023,7,3,122.022857
1,0,137.18,893,2023,7,4,129.144
2,0,113.045,2536.5,2023,7,4,108.506667
3,0,112.81,4332.5,2023,7,4,112.848333
4,0,109.8,6128,2023,7,4,104.888333
5,0,79.01,8102,2023,7,4,88.214
6,0,28.16,9732,2023,7,4,33.971667
7,0,28.25,11529,2023,7,4,28.328333
8,0,28.17,13327.5,2023,7,4,28.315
9,0,55.59,15125.5,2023,7,4,43.975
10,0,70.76,16637,2023,7,4,69.9575
11,0,73.04,18733,2023,7,4,65.896667
12,0,70.22,20550,2023,7,4,57.371667
13,0,97.1,22196,2023,7,4,94.814286
14,0,118.7,24131.5,2023,7,4,112.105
15,0,87.5,25480,2023,7,4,95.934
16,0,107.66,27579,2023,7,4,106.438571
17,0,84.62,29532.5,2023,7,4,89.411667
18,0,72.045,31331,2023,7,4,74.091667
19,0,69.69,32842,2023,7,4,72.036667
20,0,69.23,34966,2023,7,4,70.425
21,0,69.62,36598,2023,7,4,63.257143
22,0,71.22,38381,2023,7,4,70.98
23,0,73.16,39589,2023,7,4,73.16
24,0,73.68,41982,2023,7,4,61.75
25,0,73.53,43477,2023,7,4,58.25
26,0,79.98,45420.5,2023,7,4,81.781667
27,0,53.875,47566.5,2023,7,4,53.936667
28,0,72.5,49180,2023,7,4,56.63
29,0,80.08,51270,2023,7,4,80.034
30,0,80.3,52178,2023,7,4,80.3
31,0,118.99,54873,2023,7,4,108.718
32,0,51.415,56531.5,2023,7,4,59.388333
33,0,60.645,58199,2023,7,4,58.5525
34,0,78.5,59987,2023,7,4,74.68
35,0,75.21,61781,2023,7,4,57.144286
